BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93057.0567109 cm-1
	ZPE2 - ZPE1    :     -690.9218789 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
-9.269859e-05  1.289675e-04  3.663263e-05 -6.498951e-05 -2.455343e-05 -2.431925e-05  2.290305e-05 -2.261333e-05 -6.147699e-05 -1.119331e-04
-8.906761e-05 -1.951508e-05 -9.689297e-05  1.613113e-04 -5.235349e-05 -2.041846e-03  7.262466e-04  2.105684e-05  3.122963e-05 -1.398314e-04
 3.928854e-04 -1.633398e-04  3.462690e-05  5.210191e-05  1.964531e-05 -1.116848e-05 -3.217567e-04  1.228491e-03 -6.663878e-04 -4.731302e-07
-1.466218e-05 -1.222015e-05 -2.907426e-05  5.124547e-05 -3.535372e-04 -2.750105e-05  5.704821e-06 -4.865926e-04 -1.281863e-03  1.069238e-04
 3.411651e-06 -2.401001e-06 -6.387463e-05 -1.007633e-05  2.871772e-06  1.097118e-06 -3.342809e-07  1.625445e-08  3.144845e-07 -1.890689e-07
-1.399427e-06  6.536679e-06  1.034335e-05  2.495461e-05 -9.275693e-07 -6.480441e-07 -1.070569e-06  4.430986e-07  3.486861e-07 -4.113578e-05
-1.321889e-05  4.025347e-07 -3.714041e-06  9.645984e-07  8.182569e-07  1.065384e-06 
  MODE      82
 7.358077e-05 -2.898858e-07 -1.925496e-05  1.059824e-04 -9.984937e-05 -8.421498e-05 -3.285292e-04 -1.260689e-04  1.805457e-04  4.345278e-04
-2.500587e-04  1.033752e-03  3.987377e-04  2.465810e-04 -4.419787e-06  2.935477e-04  9.937388e-05  1.395212e-03  1.372625e-04 -1.087048e-03
-1.443451e-04 -8.011289e-05  5.137715e-04  1.988962e-04 -6.467169e-05  2.501250e-05  5.591515e-08 -9.485097e-04 -3.920605e-04 -1.309599e-04
 3.668604e-05  6.186322e-04  2.490965e-04 -7.577347e-05  1.374736e-03 -1.130759e-03 -2.802020e-03 -1.024216e-02 -1.809825e-03  1.931352e-03
-5.594426e-04  1.299646e-03 -3.551033e-04  2.618405e-04  3.389964e-04  7.285351e-04 -4.027264e-03  1.017151e-04  9.624877e-05 -4.578787e-04
-5.178675e-04  3.408574e-03 -3.564097e-05  2.532587e-04  6.586285e-05  2.840846e-02  4.185676e-03 -6.513032e-03 -5.302248e-05  1.830420e-04
 1.295520e-04 -2.946647e-05  2.598432e-06 -3.240941e-05  8.671184e-05 -5.544065e-07  6.076137e-04  1.439455e-04 -6.955358e-05 -6.911847e-02
-1.090284e-02 -3.179505e-04  1.184644e-03  1.156150e-03 -1.027525e-03 -7.085335e-03  1.882526e-04 -1.957903e-04 -5.223899e-04 -1.379181e-03
 1.408321e-01  9.878040e-01  2.108210e-05  2.359894e-05 -7.594790e-05 -4.617719e-05 -1.857614e-06  4.657214e-05  1.877849e-04  3.970228e-04
-1.722666e-05  1.558273e-04  9.108910e-06 -1.423391e-05 -2.335561e-05 -2.882232e-05  2.482246e-05 -8.180462e-06 -7.440786e-05 -2.282483e-05
-1.858335e-05 -2.103539e-06 -1.192635e-04  1.920884e-04 -1.083033e-05 -4.023069e-04  8.207582e-04  2.514586e-05  4.324407e-06 -1.569717e-04
 7.954386e-05 -3.018206e-05  4.479603e-05  5.988266e-05  3.506218e-06 -1.272886e-05 -6.335449e-05  1.780683e-04 -5.797286e-04 -3.115141e-06
-1.738523e-05 -1.443633e-05 -5.183768e-06  6.481796e-05 -6.447397e-05 -3.366849e-05  7.580814e-06 -5.332430e-04 -2.449025e-04  1.926998e-05
-5.345638e-07 -2.265345e-06 -1.169065e-05 -1.523216e-06  1.550355e-06  1.732391e-06 -6.456430e-08  6.135085e-08 -2.551568e-07  3.014128e-07
-3.281805e-07  1.436132e-06  1.098997e-05  5.600231e-06 -9.206816e-07 -1.535752e-07 -1.225079e-06  1.926376e-07  3.027726e-07 -7.602411e-06
-1.690376e-05  2.975882e-07 -7.684411e-07  4.135083e-07  8.337288e-07  1.000175e-06 
  MODE      83
 1.715049e-05  1.123200e-06 -2.290559e-06 -9.186378e-06  1.505755e-04  1.445262e-04  8.503550e-06  4.781675e-05 -7.992080e-05  9.197782e-05
-1.373201e-04 -8.312499e-05  1.066324e-04 -1.236950e-03  8.631836e-07  4.301815e-04  2.437988e-03  2.436060e-04  2.721967e-04 -1.649526e-04
 7.706623e-06  1.766105e-03  7.730297e-04  4.385073e-04 -1.503864e-03  4.694450e-06 -2.007897e-06 -9.166921e-04  4.023764e-05 -6.775646e-06
-5.735079e-06  1.218113e-03  1.648937e-03 -2.820273e-04 -1.468910e-03  8.883390e-05  2.192422e-04 -8.262094e-04 -1.205308e-03  1.772985e-03
-1.160184e-03 -9.507105e-05 -3.232059e-03 -2.224819e-05  6.632489e-04 -5.819191e-05 -9.197917e-04  2.008573e-04 -3.499358e-06 -8.996821e-04
-1.650747e-04  3.465527e-05  3.533865e-05  9.451263e-05  5.004879e-05 -3.155654e-04 -6.109987e-04 -1.969594e-04  2.871451e-06 -9.154770e-06
 5.855466e-03 -2.929034e-05 -7.158788e-06  7.691228e-07 -7.625833e-03 -3.397879e-05 -7.803783e-05 -1.237492e-05  9.997259e-04 -1.002774e-04
-2.626333e-04  2.374898e-05 -1.087417e-05 -2.984756e-05  2.124730e-05 -4.747430e-06  1.081601e-01  6.504216e-05  6.520176e-06  1.115890e-05
 4.467147e-05  1.451729e-06 -2.902141e-05  9.933732e-01 -5.178905e-06  3.392489e-05 -1.317380e-02 -4.232235e-05  5.896920e-04 -1.633234e-05
-3.308136e-03 -7.285346e-06 -2.967833e-03  1.446022e-04  2.222450e-07 -7.298110e-08 -1.950195e-06  5.785637e-03  5.763550e-06  1.271589e-02
 3.607486e-03 -1.051664e-02  4.170796e-06 -7.261830e-06 -6.156370e-03  1.061678e-04 -6.370899e-05  9.297498e-06  7.495591e-04  1.191503e-05
 1.493594e-04 -3.462846e-03  1.637523e-06 -4.707273e-06 -1.279776e-02 -2.936274e-06 -5.554573e-03 -1.081830e-03  1.965832e-04  3.178005e-06
 2.598620e-06  7.314928e-07 -8.775123e-03 -1.192961e-06 -7.885880e-03  2.613591e-06 -2.125277e-06  4.251515e-05  5.824213e-05  7.052789e-03
 5.988944e-03 -2.073643e-07 -1.989358e-03 -5.544456e-03 -9.122833e-07 -4.729918e-03  1.034906e-04  4.142414e-08 -5.466337e-04  1.429664e-06
 1.844872e-03  3.276515e-04 -9.279788e-07 -2.397942e-05  3.911971e-08  1.170430e-04  5.812366e-07 -3.497277e-04  1.489340e-06 -1.183018e-05
 1.387254e-06 -8.747445e-08  3.869739e-04  9.630039e-05  9.332244e-08 -1.686586e-07 
  MODE      84
 1.374694e-05  2.351351e-07 -9.287124e-06  5.480990e-05 -4.741318e-05 -6.171776e-05 -9.074085e-05 -5.666150e-05  1.231174e-05  2.089474e-04
-6.785692e-05  2.981699e-04  1.452094e-04  1.191780e-04 -4.381655e-05  1.875988e-05  4.889966e-05  3.407973e-04 -2.045624e-05 -2.191655e-04
 5.723297e-05 -3.973521e-05  1.233868e-04  5.734522e-04 -3.476556e-05  6.650469e-06 -4.745892e-07 -1.130266e-03 -3.630151e-06 -1.138272e-05
-5.809058e-06  1.403873e-04  1.204513e-04 -3.777732e-05  6.660824e-04 -2.151418e-06 -1.243253e-03 -1.243441e-03 -1.025895e-04  1.842159e-04
-2.735801e-04  1.237636e-03 -1.733067e-04  3.030961e-03  1.637569e-04 -1.770915e-03 -1.124424e-03  2.935513e-05 -9.466926e-03 -2.240052e-04
 1.475953e-05  1.345532e-04  7.307641e-06  1.153606e-04  6.347293e-06 -5.598962e-04 -2.084807e-05 -1.923702e-04  3.308798e-03 -2.469493e-02
 6.338958e-05 -4.356743e-06 -6.156713e-07 -1.207044e-06  4.217892e-05 -3.800956e-06 -8.895857e-05 -1.821680e-06 -3.561652e-05 -2.142011e-04
-1.560569e-05  2.502866e-02 -1.012633e-05 -2.535473e-05 -1.798508e-06  5.587979e-06  5.040691e-06 -8.043909e-03  6.752229e-07  2.677142e-06
 3.748568e-06  2.817292e-05  9.908820e-01  4.305770e-05  6.320005e-02 -4.936524e-02 -7.823191e-06 -8.359951e-03  1.282117e-04 -1.926815e-03
-5.270823e-06 -7.301257e-02  7.764350e-06 -7.043938e-06  3.027385e-04 -5.708931e-03 -3.639363e-03 -3.983682e-07  1.248300e-02 -5.952182e-06
-1.106571e-05 -2.548818e-06  9.120461e-03 -2.103551e-02 -2.281076e-06 -1.960017e-04  1.956792e-03  7.484516e-03  4.434019e-06 -1.633602e-04
 3.795458e-05 -1.495607e-05  6.281219e-03  1.612062e-02 -8.439869e-07  1.734565e-02 -2.907314e-05  6.185299e-05 -4.604295e-04 -8.445606e-03
 2.465976e-02  7.940076e-03 -3.110680e-06 -6.856719e-03 -3.300148e-05 -1.913751e-02  1.474299e-02 -1.452630e-04 -1.211713e-04  1.073771e-05
 9.130552e-07 -4.327687e-05 -7.057974e-06 -1.286467e-06 -1.266169e-03 -2.804712e-08  1.674403e-07 -1.085237e-03  2.947457e-07  1.335216e-04
 7.523473e-08  7.545021e-07  3.814934e-05  2.116953e-06 -3.697208e-04  2.033540e-08  2.748983e-04  3.361386e-07  8.120562e-05 -3.870914e-06
 2.483246e-06  1.246162e-03 -3.876866e-07  3.819245e-08  5.005703e-05  7.916613e-05 
  MODE      85
-6.104247e-06 -1.313566e-06  1.279766e-06  2.359208e-05 -8.203457e-06 -2.527495e-05  1.497246e-05  1.758050e-06  2.941061e-05  3.790339e-05
 5.971827e-05 -7.403599e-05 -6.685791e-05  2.332393e-05 -1.957371e-03 -1.333569e-04  9.550211e-06 -1.374908e-04 -7.030150e-05  8.385577e-05
-1.923805e-03 -9.962116e-06 -2.827469e-04 -2.829724e-04 -1.085323e-05 -1.549178e-06  1.217516e-07  5.424332e-04 -1.354794e-03  3.281483e-06
 4.059786e-06 -4.028324e-04  2.241621e-05  9.103725e-05  1.220302e-04  2.916144e-04  9.297395e-04  5.796097e-04  4.255147e-04 -6.051010e-04
-5.185277e-05 -4.316029e-04 -3.518956e-05  9.047987e-04  2.942448e-05 -9.217749e-04  5.357182e-04 -6.626106e-05  2.406922e-03 -4.278339e-05
 5.643715e-05 -5.037964e-05 -1.416892e-05 -5.466372e-05 -1.721439e-05  2.515339e-04  2.133854e-04  9.568412e-05 -8.618320e-03  3.823428e-03
 1.162051e-05  9.631180e-06  4.552743e-07 -2.680689e-06  9.477167e-06  8.697927e-06  4.334229e-05  3.856758e-06 -4.700089e-06  9.630927e-05
 8.637694e-05 -1.312726e-02  7.115929e-06  1.237031e-05  8.538206e-06 -2.340982e-05  1.448516e-05 -1.394397e-02  3.328799e-07  4.755271e-06
-3.608614e-06 -1.889353e-05  6.861565e-02 -2.676223e-05 -3.433846e-01  9.363596e-01  5.879317e-05  5.011748e-03  2.072067e-05  1.126512e-03
-6.078415e-06  9.724185e-04 -2.902164e-06 -9.211516e-06  2.254019e-04 -3.875619e-03 -2.847238e-03 -7.437852e-07  5.163189e-03 -1.549425e-06
 2.122513e-06  1.549143e-06 -6.035236e-03 -5.275102e-03  4.713857e-07 -3.887060e-05  1.855349e-05 -2.688509e-03 -1.815221e-06  5.323053e-05
 3.669130e-06 -2.407084e-06  3.509780e-03 -4.027784e-03  4.990157e-06 -2.012685e-03 -6.837854e-06  3.131639e-05  5.548484e-05  9.603357e-06
 5.489208e-03 -1.211752e-03 -2.508798e-07 -4.134674e-03 -8.277492e-06  1.542689e-03  1.132481e-04 -7.708759e-05 -1.939159e-05  3.636295e-06
-1.798248e-07  1.125595e-03 -7.679164e-07  3.565056e-07 -3.657199e-04 -1.088192e-06  1.974831e-08 -1.935264e-04 -2.119622e-06 -9.719774e-04
-2.246319e-07  4.541421e-07  1.043621e-05  6.707812e-07 -1.999065e-05 -2.169755e-08 -1.345308e-04 -1.370231e-06 -4.064325e-04 -3.886906e-07
 1.632661e-05  8.329337e-05 -2.045712e-07  8.986124e-08 -1.219156e-04  1.066919e-04 
  MODE      86
 4.844130e-06  8.023741e-07 -9.054358e-07 -5.814267e-06 -4.115530e-05  8.881476e-05  1.406901e-05  2.722517e-05 -6.808408e-05 -2.174963e-04
-9.426776e-05 -5.555579e-05  6.273461e-05  1.655348e-04  1.071785e-07  2.832139e-04 -7.341591e-04  8.778047e-05  1.784054e-04 -4.190938e-05
 7.417552e-06 -2.303449e-04  5.274336e-04  2.787910e-04  1.038073e-04  3.443240e-06 -1.665058e-06 -4.916031e-04  2.507893e-05 -4.182850e-06
-2.010920e-06  8.349102e-04 -3.962282e-04 -1.965799e-04 -2.202042e-04  6.060102e-05  1.471450e-04 -5.609086e-04 -8.192701e-04  1.216060e-03
 1.943920e-03 -6.799150e-05 -1.298985e-04 -1.400191e-05 -2.284305e-04 -3.822900e-05 -4.727850e-04  1.405505e-04 -5.978013e-06  6.892229e-04
-1.096246e-04  4.666430e-05  2.997946e-05  4.836398e-05  3.414495e-05 -2.398509e-04 -4.105993e-04 -7.840675e-05  7.511088e-07 -1.118974e-05
 5.092728e-04 -1.874604e-05 -2.431509e-06 -1.791152e-06 -1.538441e-03 -1.993671e-05 -3.956440e-05 -5.310522e-06  1.466779e-03 -9.294500e-05
-1.653014e-04  1.610306e-05 -5.749920e-06 -7.838461e-06  1.856998e-05 -1.012866e-05 -4.415477e-02 -2.392000e-05  8.851332e-08  2.127717e-07
 2.053487e-05  1.106157e-05 -8.388640e-06 -7.682846e-03 -2.578405e-05  5.329162e-05 -9.986413e-01  5.050888e-05  1.273171e-03  3.943413e-05
 3.512474e-03 -7.445483e-06 -3.885309e-05  1.015250e-04 -4.758121e-06  1.860306e-06 -3.699326e-08 -5.429113e-03  3.273300e-06 -4.081290e-03
-3.189658e-03  6.687099e-03  7.302801e-06 -1.130468e-05  4.353234e-03  4.024041e-04 -3.979425e-05 -5.845640e-06  7.406597e-04  1.177533e-05
-1.751977e-04  4.490219e-03 -3.676274e-06 -2.770335e-06  9.961250e-03  2.124660e-06  5.880762e-03  1.142490e-03 -1.334009e-04 -1.381629e-06
 1.224298e-07  5.961618e-07  5.401796e-03 -2.527630e-06  1.009444e-03  7.740717e-07 -3.512679e-07  3.085985e-05  9.751961e-05 -3.265245e-03
-4.563701e-03 -7.288070e-07 -1.148241e-03  1.517368e-03  4.861968e-07  2.709327e-03 -9.513989e-05  1.310777e-08 -8.520913e-04  2.377789e-06
-6.521185e-04  1.470574e-05  4.830868e-08 -9.056902e-07 -1.468856e-08 -5.537471e-05 -4.674619e-08 -8.512773e-05  5.765891e-07  3.591832e-05
 4.084431e-07 -4.578502e-09 -1.219463e-04 -1.478247e-04  2.867981e-07 -5.003167e-08 
  MODE      87
 1.078727e-07  5.573482e-08 -2.236708e-06  7.703528e-06 -1.294598e-05 -3.776359e-05 -1.865810e-05 -2.746638e-05  2.916718e-07  5.743706e-05
-1.981219e-05  9.117534e-05  3.708832e-05  3.223528e-05  3.982119e-04 -3.048197e-05  1.380001e-05  9.709610e-05 -5.774098e-05 -6.248979e-05
 7.429343e-04 -1.220615e-05  5.548801e-05  1.754496e-04 -9.833354e-06  1.539965e-06 -1.303458e-07 -3.514091e-04  3.747803e-04 -1.532248e-06
-5.408804e-06 -8.098469e-05  3.242295e-05  3.505869e-05  1.839324e-04 -2.119435e-03  1.679326e-03 -3.941381e-04 -5.209777e-05 -4.442854e-05
-7.516041e-05  1.678070e-03 -4.803628e-05 -4.825860e-03  4.610755e-05  3.825825e-03 -3.592133e-04 -2.570221e-05 -8.286886e-03 -6.105642e-05
-1.533860e-05  4.362057e-05 -7.797787e-06  3.755047e-05 -3.857112e-06 -1.793406e-04 -3.497134e-05 -5.825515e-05  5.227860e-03 -1.276055e-02
 1.697603e-05  3.745507e-06 -2.617292e-07 -3.898282e-07  8.862384e-06  6.542737e-06 -3.014822e-05  2.274798e-06 -9.564467e-06 -6.985456e-05
-2.255202e-05  4.609317e-02 -4.254410e-06 -1.209620e-05 -2.634984e-06  6.373909e-07 -3.361574e-06  2.576958e-03  1.466511e-06  1.153873e-05
-4.146215e-06  9.437751e-06  3.865858e-02  1.481120e-05 -9.178848e-01 -3.397028e-01  2.028773e-05  1.656131e-01  1.518610e-05  6.982129e-04
-2.004244e-05 -2.726335e-02 -1.073397e-05 -2.300590e-06  1.045762e-05  2.896817e-02 -1.762980e-03 -2.027176e-06 -3.157050e-03 -6.243834e-06
 4.033281e-06 -3.763347e-06 -6.826480e-03 -2.628614e-02 -4.985037e-06 -5.511244e-05  1.925189e-03 -1.231848e-02 -3.897863e-06 -5.591621e-04
 1.149788e-05 -1.690646e-06 -1.855288e-02 -1.697435e-02 -1.279615e-06  1.668996e-02 -5.833837e-06 -1.260424e-04 -1.137927e-03 -2.120203e-03
 2.224529e-02 -2.332754e-03 -1.277363e-06  5.060905e-02 -1.109536e-05 -3.175686e-02 -1.671548e-02  1.621916e-04 -3.656568e-05  3.090832e-06
 5.570844e-07  4.931178e-04 -6.302869e-06 -2.121073e-06 -1.130206e-03  2.490134e-07 -6.859719e-08  2.599197e-05 -3.006765e-08 -1.734321e-05
 5.907496e-07  9.912880e-09  4.951041e-05  5.291315e-07 -1.494854e-04 -6.176153e-08  2.482046e-03 -1.207683e-07 -7.482367e-06 -8.548297e-07
 5.450912e-06 -5.715417e-05 -1.810738e-06  7.645690e-08  7.606954e-05  8.967366e-04 
  MODE      88
-6.621219e-07  3.191886e-08  7.788360e-07  6.804415e-06  7.512258e-06  9.386389e-06  5.995002e-06  2.642608e-06 -9.008052e-06 -3.594624e-05
-1.113320e-05  1.198081e-04  1.511653e-06 -2.266649e-05  3.658344e-03  3.183604e-05 -8.737750e-06  1.811303e-06  1.305731e-05  1.076799e-06
 4.583706e-03  1.004993e-05  7.671098e-05  1.604552e-05  9.998007e-06 -6.676869e-08 -9.787435e-07 -2.851634e-05  3.543078e-03  4.197515e-07
-1.647921e-06  8.417393e-05 -2.267153e-05 -1.487073e-05 -1.168775e-04 -3.167073e-03 -7.223866e-04 -3.853866e-05 -1.134833e-04  1.352461e-04
 4.787153e-05  8.099100e-04  3.477015e-05 -3.646211e-04 -2.726390e-05  6.165848e-04 -3.386919e-05  9.730940e-06 -5.667166e-03  4.032477e-05
-1.934282e-05  4.967052e-06  1.607563e-06  4.270801e-06  2.846171e-06 -2.110111e-05 -5.630113e-05 -4.711943e-06  1.010955e-02 -1.364172e-02
-7.451582e-06 -9.882250e-07 -3.953450e-07  2.572479e-06 -1.171301e-05 -1.634567e-06 -5.219391e-06  1.252891e-06  4.549069e-06 -1.661189e-05
-2.252205e-05  2.060938e-02 -8.668037e-07  3.109729e-08  9.155581e-06 -4.456251e-06 -5.183662e-05  5.907883e-02  1.194729e-07 -9.949309e-07
 6.122061e-07  7.112208e-06 -1.005743e-03  3.760535e-05  1.578189e-01  5.409611e-02  4.897053e-05  9.828880e-01  6.193333e-06  8.548803e-04
 1.941152e-05 -1.767877e-02  1.883994e-05  8.249348e-07 -9.636392e-05  3.901052e-03  1.567060e-02 -6.969218e-07 -9.776606e-03  5.930915e-07
-9.711579e-06 -3.713178e-06  2.297731e-02  1.367891e-02 -1.379150e-06  3.256220e-05 -6.322599e-04  1.710167e-02  1.003847e-05  6.273317e-04
-1.170291e-05 -8.886141e-07 -5.440959e-03  1.112483e-02 -1.425786e-05  9.556587e-03  7.293213e-06 -5.507624e-05 -2.292111e-04 -4.732063e-03
-7.722542e-03  7.670126e-03 -1.410223e-06  3.950088e-03  8.954464e-06 -2.985341e-03  7.024383e-03  7.461044e-05  2.049191e-05 -3.993413e-06
-1.341035e-07 -7.760034e-03  9.617625e-07 -5.023214e-07  3.218962e-03  2.088450e-06 -4.111584e-08  1.722637e-04 -4.606067e-07 -2.140951e-04
 4.545080e-07 -2.798019e-07  1.694982e-05  1.323241e-07 -3.109530e-04 -3.180749e-08  1.186339e-04  1.641968e-06  3.710495e-04  1.331670e-06
 3.012758e-05  1.328632e-04  6.093048e-07  2.157180e-07 -2.152286e-05 -4.545651e-04 
  MODE      89
 3.428497e-05  1.300409e-05  1.633253e-08 -5.775495e-05  1.689992e-04  7.906442e-04  1.697842e-04  2.361899e-04 -7.208901e-04 -1.857285e-03
-8.595036e-04 -5.909553e-04  6.021098e-04 -1.261023e-03  5.081603e-06  2.570299e-03 -7.829997e-04  6.870948e-04  1.679756e-03 -2.597308e-04
 7.727978e-05  5.673931e-04  4.518554e-03  2.679476e-03  7.756504e-04  2.627896e-05 -4.288885e-06 -4.515749e-03  2.274293e-04 -3.592560e-05
-1.926752e-05  7.528199e-03 -1.052355e-03 -1.812717e-03 -5.423684e-03  6.230307e-04  1.531257e-03 -5.290748e-03 -7.001899e-03  1.073887e-02
 2.293721e-03 -7.104971e-04  1.852957e-03 -9.183048e-05  7.418924e-04 -3.504355e-04 -4.216696e-03  1.297752e-03 -6.745169e-05  1.991485e-03
-8.881989e-04  4.514102e-04  2.656041e-04  4.219334e-04  3.139336e-04 -2.226714e-03 -3.447144e-03 -6.822037e-04  1.855760e-05 -1.013118e-04
-9.196268e-04 -1.800312e-04 -1.930008e-05 -9.499682e-06 -7.041768e-04 -1.941781e-04 -3.257470e-04 -5.936683e-05  1.297784e-03 -8.594177e-04
-1.440690e-03  2.139395e-04 -4.911773e-05 -1.049957e-04 -5.107221e-06  1.700562e-05  2.155878e-04 -9.759682e-06  5.233341e-06  1.743116e-05
 1.811282e-04  1.163297e-04  3.299967e-05 -8.836120e-04  8.750467e-05 -2.758083e-05  1.297890e-03 -1.040923e-04  9.979399e-01  5.434189e-02
-1.220154e-03 -3.685705e-04  1.437403e-03 -2.469954e-02 -9.469431e-04  4.144256e-05  2.703541e-05 -1.368321e-03  8.406099e-05 -1.539271e-04
-4.639496e-04  2.719091e-04  1.096536e-04 -8.345183e-05  1.958792e-05 -1.480579e-02  1.373304e-04 -2.433660e-05  2.775938e-04  2.808361e-04
-6.492386e-03  3.538174e-05 -1.082067e-07 -3.482372e-05 -1.984189e-04  5.995999e-06 -4.713525e-05 -8.513808e-04  4.121467e-04 -8.551110e-06
 2.204999e-06 -2.875416e-07 -2.072301e-04 -1.576283e-05 -3.959479e-04  2.480701e-06 -5.067573e-06  2.058393e-04 -7.603246e-04  5.081742e-04
 7.932888e-05  3.332736e-06 -4.657187e-04 -4.114366e-05  1.775273e-06  1.171150e-05  8.749527e-06 -7.978765e-08 -2.261754e-05 -1.594163e-06
-5.368689e-05  1.726453e-04 -8.677223e-06 -1.255537e-04 -6.598796e-06 -1.071506e-05 -1.084407e-06  5.454971e-05  1.326206e-06 -6.539786e-04
-4.863766e-06  2.403799e-07 -1.224839e-04  2.975469e-05  9.347775e-07  1.662008e-06 
  MODE      90
-3.397178e-05 -7.916041e-07  3.115019e-06  1.291540e-04 -1.788900e-05  3.227351e-05 -3.518148e-05  6.772213e-05  1.084647e-04  1.182667e-04
 1.827401e-04 -3.862224e-04 -1.072508e-04  7.609023e-05  7.352216e-05 -2.190085e-04  4.064959e-05 -2.778395e-04  4.101464e-05  2.038858e-04
 1.974860e-04 -3.143538e-05 -9.224153e-04 -3.960424e-04 -3.814056e-05 -6.006427e-06 -9.902154e-07  9.287442e-04 -6.554884e-04  6.610054e-06
 1.054934e-05 -6.191491e-04  6.910441e-05  5.676093e-05  3.715053e-04  2.289823e-04  5.473715e-04  6.461000e-04  1.323718e-03 -1.300108e-03
-1.548821e-04 -7.018145e-04 -1.135913e-04  1.549039e-03  1.765985e-05  1.265590e-03  9.331541e-04 -4.206205e-05 -4.880535e-04 -1.300213e-04
 2.381756e-04  2.952837e-05 -5.831802e-08 -9.778923e-05 -2.417256e-05  1.906717e-04  7.341208e-04  2.270370e-04 -1.886346e-04 -2.304101e-04
 5.004276e-05  6.779936e-06 -2.346727e-06  1.704343e-07  3.497504e-05  5.778384e-06  8.217570e-05 -3.987465e-06 -5.323273e-05  6.021873e-05
 3.109798e-04  1.580812e-03  1.067580e-05  2.576864e-05 -8.939658e-06  3.714479e-06 -4.151050e-06 -2.041540e-04  1.186940e-07 -1.772268e-06
-3.322078e-05 -1.149925e-05  1.277398e-03  3.267495e-05  1.270084e-03 -8.205243e-04 -8.922072e-06 -1.207063e-03 -5.451973e-02  9.986182e-01
 4.149721e-05 -8.233603e-03 -4.320316e-05  9.687031e-04 -2.474944e-02  8.161234e-04  1.076443e-03  4.937171e-05  1.357655e-03 -2.776814e-07
 1.339671e-05 -5.702580e-06  1.225834e-03  3.015823e-04 -1.668995e-06  4.616228e-04  1.634787e-02 -3.907336e-04 -1.062422e-05  6.183004e-03
 2.205867e-04 -3.563970e-06  5.723024e-04 -1.173141e-04  8.839099e-06  1.153374e-05 -6.916371e-06  4.952639e-05 -1.401323e-04 -2.713358e-04
-1.618125e-04 -2.342316e-04  7.211497e-06  4.521232e-04  6.376676e-06 -3.997074e-04 -4.607520e-05 -1.701496e-03  1.634429e-05 -1.602976e-05
-9.921352e-07  2.286734e-05  1.513669e-05  1.006448e-06  1.836939e-05  1.042647e-06 -2.967608e-07 -2.208946e-06 -5.217898e-08 -2.368676e-05
 1.926553e-06 -5.717456e-06 -7.341931e-05  5.272876e-06 -1.979122e-04  3.419214e-07 -4.974571e-05 -2.070798e-06  5.693711e-05  1.079381e-05
-6.878551e-04  1.530976e-05  4.279889e-06 -1.210777e-06  3.204381e-05  6.758942e-05 
  MODE      91
-4.503635e-06  5.712437e-08  5.215884e-07 -4.905960e-07 -1.097353e-04  5.585931e-06  8.717181e-06 -6.444957e-07 -2.521951e-05 -2.830591e-04
-1.537277e-05 -4.963841e-06  6.436377e-06  1.468389e-04 -4.519664e-09  3.527451e-05  1.143771e-03 -4.332277e-05  2.328862e-05  4.671412e-05
 5.871918e-07  9.340312e-04  7.067550e-05  4.054087e-05  2.739973e-03 -3.319318e-07  2.619003e-07  4.972252e-06  9.622421e-07  7.438773e-07
-6.562173e-07  1.284334e-04  3.141382e-03 -3.161422e-05 -5.530150e-04  5.106123e-06  1.392600e-05 -9.866797e-05 -1.152670e-04  1.825387e-04
 6.679516e-03 -5.464813e-06  6.216094e-03 -2.932166e-06 -2.141863e-03 -1.914463e-06  3.259024e-05  2.172207e-05  4.970312e-07 -8.196387e-04
-1.477769e-05  2.414510e-05  2.720849e-06 -4.621190e-06  4.174713e-06 -5.434024e-05 -5.752750e-05  2.432584e-05  1.805175e-06  2.342931e-07
 4.068417e-03 -3.198825e-06 -8.473148e-07 -2.585105e-07 -4.627632e-03 -3.255958e-06  6.491500e-06  1.129075e-07  3.847538e-04 -2.427116e-05
-2.487591e-05 -1.829646e-05  6.609659e-07  3.558847e-06 -8.950628e-07 -1.830937e-07  5.174598e-03  4.084915e-07 -1.041797e-06  2.008538e-07
