BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93273.3384473 cm-1
	ZPE2 - ZPE1    :     -474.6401425 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
 3.939658e-04 -6.688658e-04 -9.390419e-05  1.414523e-04 -4.031120e-04  2.066947e-03  6.162137e-05 -6.356288e-04  3.788048e-03  5.253322e-04
 4.783862e-03 -5.198983e-05 -3.474076e-03 -3.194860e-04 -4.732405e-05 -2.722342e-05  2.634666e-06  1.186085e-03  4.833987e-03 -4.958025e-06
-1.517899e-05 -7.234975e-03  1.372530e-04 -3.124236e-03  7.319470e-04 -7.536428e-05 -2.862457e-03  6.765286e-04  4.530797e-03 -4.046912e-03
-3.079141e-04 -5.906681e-03 -1.992925e-04 -3.475657e-03  1.935338e-04  2.124693e-03  1.350289e-03  2.245686e-03 -1.489635e-02  2.634746e-04
 1.833298e-03 -1.689681e-06  6.088037e-04 -1.465971e-04  3.459951e-04  2.531533e-04  3.659607e-03  3.403306e-04 -3.884875e-03 -1.113413e-02
 8.354255e-05 -3.151121e-04  3.532096e-05 -4.804902e-06  5.906815e-05 -3.684278e-04  1.249825e-04 -2.204138e-04 -5.013217e-05 -6.197439e-05
 1.540262e-03  9.120631e-03  1.931190e-05  4.491935e-05 -1.344008e-05  1.756512e-05  5.013461e-07 -4.221620e-03 -2.154432e-05  7.396862e-05
-8.367743e-05 -1.226762e-05 -3.015893e-02  1.967874e-05  5.164714e-03 -3.023052e-03  5.857584e-06  1.298684e-02  1.043711e-04 -4.010688e-04
-1.472725e-05 -2.070014e-02 -2.140814e-06 -8.977802e-06  1.478927e-04 -8.615959e-03  1.158708e-02  2.373227e-06 -1.509414e-02 -1.649508e-05
-1.363427e-05 -5.460829e-07  2.304109e-02  6.108512e-03 -1.145940e-05 -1.958503e-04  3.473762e-04 -1.296829e-02  2.419618e-05 -9.067061e-04
 4.202790e-05 -4.810959e-05  2.413531e-01  7.682954e-02 -1.610128e-05 -3.296211e-03 -1.743901e-05  1.185782e-03  7.330776e-03  7.531802e-02
 8.866438e-01 -2.547611e-01  1.466644e-05 -2.751245e-02  4.378295e-05  2.765453e-01  1.574694e-02 -9.974392e-04 -9.571469e-05  3.226605e-05
-2.070345e-05  2.159639e-02 -3.108223e-05 -1.796852e-06 -1.247171e-02 -1.206055e-06  1.805614e-08  7.806683e-04  4.127557e-07  1.344445e-04
-4.125103e-07  1.222963e-06  2.204666e-05  1.857997e-06 -2.048433e-04 -3.853498e-07 -5.687208e-04 -7.288466e-07 -2.034124e-04 -3.821452e-06
-2.294442e-06 -3.573739e-04 -1.525323e-06 -1.987614e-08 -2.820947e-05  1.364116e-03 
  MODE     123
-1.287169e-05 -4.363751e-06  2.285823e-06 -1.367734e-05 -2.516792e-05 -6.820395e-04  6.421040e-05  4.401312e-04  6.569822e-05  1.182876e-04
 1.754647e-04 -3.060557e-04 -4.340514e-05  6.731045e-05 -1.135920e-04  9.141719e-04  2.909586e-05 -2.155389e-04  1.679565e-03  1.669642e-04
-1.512620e-03 -2.435513e-05 -1.548593e-03 -1.661799e-04 -2.195248e-05 -1.241604e-05  5.446199e-07  4.624966e-04  6.383753e-05 -1.579318e-06
-4.866131e-06 -3.203047e-03  6.510626e-05 -1.385831e-03  3.479051e-04  2.532097e-04 -7.055783e-04  3.733654e-04  2.024474e-03 -1.782037e-03
-1.459767e-04 -3.882927e-03 -9.462897e-05  5.347401e-04  9.151494e-05 -9.485887e-04  5.025792e-04  9.955373e-04 -3.754961e-03  1.257222e-04
 8.163474e-04 -2.987912e-05  2.709883e-04 -5.353551e-05  1.535323e-04  1.628146e-04  1.632900e-03  1.079284e-04 -4.075543e-04 -1.113826e-02
 3.972688e-05 -1.402204e-04  1.600983e-05 -2.340818e-06  2.786139e-05 -1.632825e-04  4.340054e-05 -9.874962e-05 -2.462284e-05 -5.297095e-05
 6.923057e-04 -1.508683e-02  7.070658e-06  1.550284e-05 -7.307028e-06  7.661814e-06 -4.727313e-06  4.209551e-03 -9.591714e-06  3.165832e-05
-3.741584e-05 -7.497276e-06 -2.109659e-02  1.016880e-05 -6.412403e-03 -4.380368e-03  3.169236e-06 -1.122959e-02  4.925581e-05 -1.640451e-05
-6.009937e-06 -6.498195e-03 -3.040472e-06 -3.282646e-06  2.417776e-04 -1.395589e-02 -7.417203e-04  1.391036e-07 -2.615528e-03 -8.830724e-06
-8.109520e-07 -1.388622e-06  1.669726e-02  1.183564e-02 -5.667667e-06 -8.938168e-05 -6.110420e-04  2.248599e-02  9.145950e-06  1.834667e-04
 1.292493e-05 -1.199864e-05  1.013871e-01  3.276693e-02 -8.298730e-06 -6.971921e-02  2.614020e-06 -5.155398e-04 -4.077210e-03 -1.843435e-01
 2.458685e-01  9.266039e-01  4.115754e-05 -1.020097e-01  3.008469e-05  1.764791e-02 -1.370875e-01 -6.784485e-04 -3.939838e-05  1.071948e-05
-8.356132e-06 -6.266259e-03 -9.314960e-06  1.846622e-07 -4.454333e-03 -1.303467e-06 -6.943153e-08  7.879798e-04 -3.888912e-07 -1.361711e-04
 1.186419e-07 -8.138806e-08  6.267718e-05  1.029331e-06 -7.316819e-04 -2.131683e-07  2.739809e-04  1.354282e-06  2.914335e-04 -2.521635e-06
-7.836944e-06 -2.700789e-04  1.486751e-07  4.591560e-08 -2.479475e-06 -6.000016e-05 
  MODE     124
 6.071649e-05  8.319910e-07 -7.755012e-06 -7.093672e-07  1.297980e-05  1.354184e-04 -9.045623e-05 -8.752154e-05 -2.370394e-04  3.409261e-04
-3.190350e-05 -4.243078e-06 -3.461788e-06 -7.552210e-04  9.101642e-08 -1.963283e-04  7.700330e-04  6.570003e-04 -3.113456e-04 -6.463442e-04
-1.105879e-06  3.004373e-04  1.915608e-04 -1.908010e-04 -1.546328e-04  6.681233e-06 -2.157625e-06 -6.784126e-04  3.011274e-06  2.498269e-06
 2.428843e-05  6.400020e-04 -5.139158e-04  2.566526e-04  3.828037e-04  1.340334e-06  1.925040e-06  5.794366e-04 -2.198786e-04  4.695276e-04
-1.712203e-03  1.058983e-06  4.216904e-03  4.833569e-07 -7.874349e-04 -6.019139e-07 -9.886444e-04 -1.987854e-04 -6.303110e-07  1.871957e-03
-1.174721e-04 -2.548431e-04 -5.609695e-05  1.165392e-04 -3.923221e-05  4.083722e-04 -2.086780e-04 -4.057645e-04  1.842144e-06  1.929862e-08
 6.613401e-03  2.722637e-05 -4.108563e-06 -1.126266e-06 -8.926923e-03  4.208463e-05 -1.179518e-04  1.351317e-05  5.825678e-03 -2.017983e-04
-8.659612e-05  3.717537e-06 -1.366518e-05 -3.510058e-05  3.342832e-06 -6.545930e-07 -5.840809e-03 -4.531163e-06 -1.076810e-06 -9.980653e-06
 7.782092e-06 -1.120947e-05  2.005264e-06  1.481362e-02 -1.445961e-06  1.631325e-07  1.367692e-02 -3.097540e-07  2.220986e-04  8.609774e-06
-1.757623e-03 -1.226917e-07  5.924300e-03  3.274735e-05  2.350840e-06  2.560862e-06  6.349462e-07  3.451887e-04  1.265922e-06 -1.530151e-02
 2.727228e-03  2.365976e-02 -1.531596e-06  9.611904e-07 -1.967303e-02  5.444102e-04 -9.288336e-06  3.419128e-06 -1.590033e-02 -7.867113e-06
-2.134400e-03  2.819960e-02 -2.162179e-05  8.164125e-06  5.981627e-02  7.263478e-06 -3.861535e-02 -8.397496e-03  1.189281e-03  1.496344e-05
-2.249582e-05 -3.289049e-05  9.905350e-01 -9.412834e-07  7.690884e-02 -4.925870e-07  4.613650e-06  1.901996e-05  1.630407e-03 -5.455399e-02
-9.497006e-03  3.881173e-06 -1.274841e-02 -4.759222e-02  1.323358e-06 -2.661589e-03 -3.278899e-05  1.847502e-08 -1.433431e-04  2.783421e-07
-8.425901e-06 -1.789295e-04  1.471393e-07  1.834071e-06  5.107257e-07  3.470429e-05  2.627524e-07  3.424285e-04 -1.354906e-06 -2.208120e-05
-9.155639e-08  1.904172e-08  1.664597e-04  6.106818e-05 -7.872716e-08 -1.804765e-07 
  MODE     125
 1.750574e-05 -1.489625e-07 -2.492841e-06  4.358217e-05 -5.198246e-06 -1.132693e-05 -1.870309e-05  7.730604e-06 -6.846078e-05  2.459801e-05
 2.179559e-06 -8.583531e-05 -9.742098e-06  1.468963e-05  1.796403e-03  1.102619e-05  5.702818e-06  1.829514e-04  3.219126e-05 -1.959769e-04
-6.403106e-03 -4.513679e-06 -5.872560e-05 -7.407568e-05 -4.725672e-06  2.382751e-06 -2.516504e-06 -1.758822e-04 -4.687905e-03 -3.633418e-06
-3.680755e-06 -5.116499e-05  1.547463e-05 -3.196562e-05  7.827207e-05 -3.124735e-03  4.877566e-03  2.153140e-04  8.908390e-05  1.789450e-06
-3.347843e-05  5.245643e-04 -2.358118e-05  3.164166e-03  1.858721e-05 -3.055256e-03 -2.708601e-04  1.566340e-05  9.323015e-03  3.014752e-05
 2.801354e-05 -8.394886e-05  4.254523e-06  2.902865e-05  4.518389e-07  1.424161e-04  6.173449e-05 -1.226504e-04  1.278236e-02 -5.216970e-03
 1.011824e-05 -9.367720e-07 -8.873347e-07 -1.359669e-06  7.614615e-06 -9.428697e-07 -3.465119e-05 -2.490944e-06 -5.555721e-06 -6.925870e-05
 3.179043e-05 -2.078644e-02 -6.322021e-06 -1.355480e-05  3.515576e-06 -1.075845e-06 -6.815128e-07 -1.411958e-03  4.104105e-08 -1.382905e-06
-1.559195e-06 -3.775989e-06 -7.227368e-03  1.886846e-06 -3.061070e-02 -1.839573e-02  3.677410e-07  2.421914e-02  7.793252e-06  1.430031e-04
-2.416092e-06  1.973931e-02  2.135068e-06 -7.883482e-07  5.302809e-05 -1.708863e-02 -2.781047e-04 -1.361526e-06 -5.317749e-03 -3.759122e-06
 6.074386e-06  3.402416e-06 -4.339319e-02 -8.868919e-03 -7.988259e-06 -2.353511e-05 -3.775781e-04 -5.135025e-02 -1.488061e-05 -1.172131e-03
 1.137658e-05  5.050928e-06  9.158926e-02 -4.601468e-02  5.521056e-06 -7.896028e-02 -5.153036e-06 -1.923683e-03 -1.367441e-02 -4.281852e-01
 1.408416e-02 -2.248559e-01 -2.370045e-07 -7.661239e-01  6.434239e-06 -2.596039e-01 -2.975544e-01 -1.241969e-03  1.222927e-05 -2.833210e-05
 8.930487e-07  1.975943e-03  2.584418e-05 -8.665012e-06  1.264552e-04 -5.385919e-08 -1.095115e-07  8.982675e-04  5.595142e-08  1.364667e-06
-7.179823e-08  6.072067e-08  9.559878e-05 -1.091576e-07 -8.370131e-04 -1.338515e-07  1.497480e-03 -7.289959e-07 -1.645299e-04  2.681013e-07
 3.147303e-05 -4.054127e-04  4.875503e-07 -1.446084e-07 -1.115606e-04  7.436096e-04 
  MODE     126
 2.873541e-06 -3.415368e-06  1.744564e-07 -2.056911e-05 -5.475419e-05 -5.270648e-04  3.367747e-05  3.390722e-04 -1.248294e-06  1.141398e-03
 1.335450e-04 -2.070034e-04 -3.798926e-05 -1.323573e-03  7.553011e-07  6.995091e-04 -2.878203e-03 -3.324598e-05  1.292626e-03 -1.380178e-05
 3.082187e-05 -7.074133e-04 -1.217812e-03 -1.809856e-04  5.237190e-03 -5.793839e-06 -2.505160e-06  2.268000e-04  6.740144e-05 -4.884519e-06
-4.186315e-06 -2.456387e-03  5.746013e-03 -1.067955e-03 -2.810394e-03  2.303026e-04  5.744984e-04  4.323346e-04  1.597735e-03 -1.335616e-03
 2.915697e-03 -2.702539e-04  1.885360e-03 -5.037643e-05 -1.110922e-03 -1.497286e-04  1.929870e-04  7.591274e-04 -2.097672e-05  2.420250e-03
 6.371811e-04 -7.900691e-05  2.023233e-04 -2.041267e-05  1.124168e-04  2.211655e-04  1.280994e-03 -9.147799e-07  1.265531e-05 -3.928170e-05
 1.180701e-02 -1.050366e-04  1.098098e-05 -1.518327e-06  2.338137e-02 -1.197149e-04  7.908530e-06 -7.695659e-05  6.396961e-03 -8.729292e-05
 5.409972e-04  7.268452e-05  1.017531e-06  4.183351e-06 -9.550141e-07  3.236408e-06  3.841717e-03  4.093435e-06 -7.953446e-06  2.247270e-05
-2.862837e-05 -8.057153e-06 -5.804767e-06 -8.287297e-03  1.824150e-05  1.290863e-05 -4.646922e-03 -1.125142e-05  8.317781e-04 -6.421706e-05
-5.690652e-02 -3.606308e-05  4.380353e-02 -4.774529e-04  5.018313e-06  9.033310e-06 -2.048243e-06 -1.161428e-02  1.253592e-05 -3.986414e-02
 1.047400e-02  1.463726e-02  3.085529e-05 -5.632000e-05 -7.713543e-02 -9.296357e-04 -1.717941e-04 -2.529106e-05  1.385475e-01  8.727191e-05
 1.927833e-02 -7.046631e-02 -3.540331e-05 -1.238113e-05 -9.340240e-02 -2.351092e-05 -8.788157e-04 -1.245016e-04  1.267322e-04  1.752725e-05
 3.903262e-05  1.131389e-05 -6.210739e-02  1.846867e-05  2.666746e-01 -1.566571e-05  2.689048e-05  4.288543e-04  2.009207e-02 -8.007829e-01
-2.872558e-02  7.475362e-06  4.379037e-01 -2.010062e-01  2.011598e-06 -2.962677e-02 -7.577012e-04  1.627961e-07  9.409666e-05 -3.350016e-07
-6.512233e-04 -3.483769e-03 -3.086763e-07  3.157113e-04  2.509242e-07 -4.216634e-04  2.573784e-07 -1.437458e-04  5.036523e-07 -1.179047e-04
 5.055922e-06 -3.446977e-07  3.249751e-03 -1.630403e-04  5.165044e-08 -3.521827e-07 
  MODE     127
 1.544416e-05  8.795127e-06 -3.180175e-06 -9.546341e-06  5.296573e-05  1.346056e-03 -1.113586e-04 -8.691866e-04 -9.157659e-05 -2.473199e-04
-3.497618e-04  6.114221e-04  8.545633e-05 -1.404372e-04  3.822099e-04 -1.803658e-03 -6.075632e-05  3.163101e-04 -3.322948e-03 -2.292492e-04
-2.067917e-03  5.153460e-05  3.078508e-03  3.652012e-04  4.717247e-05  2.493072e-05 -3.140457e-06 -8.111147e-04  6.352908e-04  8.119902e-07
 2.202608e-06  6.322374e-03 -1.357927e-04  2.740206e-03 -7.298724e-04 -3.279330e-03 -2.756457e-03 -8.466457e-04 -4.033606e-03  3.499351e-03
 3.071285e-04 -3.888234e-03  1.978730e-04  1.588969e-03 -1.911774e-04 -9.767337e-04 -8.367079e-04 -1.970566e-03  4.546511e-03 -2.632613e-04
-1.620524e-03  1.047378e-04 -5.373848e-04  8.595641e-05 -3.044918e-04 -3.949438e-04 -3.244795e-03 -1.470434e-04  2.357134e-03  2.893154e-03
-8.280430e-05  2.784237e-04 -3.105510e-05  4.629440e-06 -5.917780e-05  3.251127e-04 -6.828339e-05  1.944507e-04  4.940279e-05  1.386046e-04
-1.367944e-03 -3.114777e-03 -1.227842e-05 -2.595287e-05  1.215306e-05 -1.621129e-05  6.398142e-07  1.796003e-03  1.961741e-05 -6.222563e-05
 7.422388e-05  1.640146e-05 -3.695311e-02 -2.053583e-05  5.470850e-02  2.012207e-02 -5.486162e-06 -4.214480e-03 -1.007959e-04  1.720436e-04
 1.682612e-05 -3.047213e-03  3.756576e-06  8.596977e-06 -1.452481e-04  6.093950e-03  1.519393e-04  6.619635e-07 -9.578094e-03  2.038827e-05
 1.797812e-06  2.605890e-06 -2.194400e-02 -4.797050e-02  1.700006e-05  1.951458e-04  3.871509e-03  6.086247e-02 -9.747307e-06  6.986899e-04
-4.217124e-05  3.121156e-05 -1.421170e-01  3.775713e-02  1.192618e-05 -3.134969e-01  8.444988e-06  6.725828e-04  5.677810e-03  1.157149e-01
 2.933828e-01 -5.960777e-03  1.011265e-05  1.784704e-01 -7.673749e-05 -8.472569e-01  1.586465e-01  1.507319e-03  7.180320e-05  3.296881e-05
 4.728373e-05 -2.928169e-02  7.588673e-06  2.413030e-06  9.095457e-03  3.550834e-06  9.729424e-08  9.583989e-04 -1.671465e-07 -4.414372e-05
 4.057645e-07 -5.409344e-07  1.017244e-05 -2.119063e-06 -1.132697e-04  1.630182e-07 -2.801267e-03  6.063627e-07  1.240709e-04  3.201943e-06
-4.528470e-05 -2.923735e-03  4.134062e-07  8.416895e-08 -1.287012e-04 -3.919627e-03 
  MODE     128
-4.561068e-05 -5.848709e-06  7.098212e-06 -7.806246e-05 -2.483327e-05 -8.763875e-04  1.212333e-04  5.650919e-04  1.970654e-04  1.157050e-04
 2.204668e-04  5.471887e-05 -4.655854e-05  6.448838e-05  1.869581e-03  1.176631e-03  2.781757e-05 -5.929858e-04  2.142127e-03  5.292488e-04
 1.923283e-03 -2.311746e-05 -1.933095e-03 -9.788961e-05 -1.922087e-05 -1.597366e-05  1.806355e-06  8.973618e-04 -8.638831e-04 -3.144716e-06
-1.721698e-05 -4.107571e-03  6.235150e-05 -1.766203e-03  3.266780e-04 -1.280217e-03  1.640404e-03  1.367217e-04  2.509127e-03 -2.332346e-03
-1.367691e-04 -1.849424e-03 -8.911931e-05  4.783611e-03  8.661628e-05 -4.154372e-03  1.108021e-03  1.268367e-03  3.835546e-03  1.185476e-04
 1.024109e-03  9.900443e-05  3.438261e-04 -1.240487e-04  1.961291e-04 -2.356662e-05  2.036244e-03  3.417993e-04  4.768848e-03 -1.254158e-03
 3.771445e-05 -1.778464e-04  1.918415e-05 -1.650786e-06  2.686602e-05 -2.074904e-04  1.131421e-04 -1.253040e-04 -2.357722e-05  4.576883e-05
 8.637434e-04 -2.554871e-02  1.573651e-05  3.788166e-05 -6.838188e-06  8.356075e-06 -1.570554e-07 -1.293812e-03 -1.211926e-05  3.987955e-05
-4.583916e-05 -2.709077e-06  2.306122e-02  1.009565e-05  5.278904e-02  1.637047e-02  3.256268e-06  9.468213e-03  5.353755e-05 -5.179806e-04
-5.729605e-06 -2.489033e-02 -4.010965e-06 -2.957690e-06  3.779469e-05  9.950275e-03 -6.776141e-03  1.230992e-06  2.433141e-02 -9.567912e-06
-2.382529e-06  2.225448e-06 -2.079299e-02  5.295153e-03 -8.404852e-06 -8.276582e-05 -4.157401e-04  1.811361e-02  1.815836e-05  3.017353e-04
 1.555594e-05 -1.659698e-05 -2.143048e-02  1.157294e-01 -1.883372e-05  6.802848e-02 -1.073075e-05  1.419536e-03  9.561408e-03  2.543373e-01
 1.401845e-02 -5.761184e-02 -6.983620e-06  2.485563e-01  3.035300e-05 -9.295597e-02 -9.168817e-01 -9.554262e-03  1.857079e-04 -2.011934e-05
-4.598604e-05  3.064490e-03 -5.020739e-05 -9.363972e-06 -1.189551e-02 -2.895699e-06 -9.474878e-08 -5.648565e-04 -1.252319e-07 -5.382892e-05
 8.295405e-08  1.897741e-07  1.659707e-06  8.910050e-07 -8.625793e-05 -1.082601e-07 -2.406887e-03  2.231735e-07  1.974188e-06 -2.394032e-06
-3.382294e-05  2.950137e-03 -6.272800e-07 -1.777712e-08 -3.445354e-04 -3.651997e-03 
  MODE     129
 8.299022e-05 -5.299805e-06 -9.752859e-06 -2.050712e-05 -1.804978e-05 -3.429737e-04 -9.232541e-05  2.293865e-04 -3.137219e-04  2.158789e-04
 1.230311e-04 -1.979057e-04 -4.925329e-05  1.702585e-04  2.137423e-07  4.143542e-04  1.333243e-04  8.421697e-04  8.507687e-04 -8.530025e-04
 2.802691e-05 -8.173279e-05 -9.616175e-04 -4.301440e-04 -3.867454e-04  1.775379e-07 -6.882303e-06 -6.596670e-04  9.303800e-05  1.541771e-06
 3.175090e-05 -1.492298e-03 -1.288377e-04 -6.934520e-04  2.052043e-04  2.236486e-04  5.527458e-04  1.207175e-03  1.290226e-03 -6.491425e-04
-4.197420e-04 -2.467878e-04 -6.151710e-04 -1.184036e-04 -1.799731e-03 -2.365647e-04 -1.107923e-03  4.977337e-04 -2.012656e-05  2.581556e-04
 4.615323e-04 -4.190330e-04  1.377475e-04  1.362622e-04  7.184414e-05  7.658040e-04  9.729783e-04 -5.382096e-04  1.357253e-05 -4.243009e-05
 7.175237e-05 -7.097179e-05  6.088423e-06 -2.788018e-06 -2.571650e-05 -8.571379e-05 -1.454602e-04 -5.221103e-05 -1.007304e-04 -3.587448e-04
 4.131216e-04  5.686423e-05 -1.651084e-05 -4.586584e-05  4.234230e-06  2.541413e-06 -1.429618e-04  5.903268e-06 -4.960597e-06  1.024693e-05
-2.509726e-05 -2.149107e-05  8.403483e-06  1.853476e-04  4.776071e-05  2.748433e-05 -1.884270e-05 -5.695803e-06  2.509131e-03  1.128078e-04
-6.558299e-04 -1.456935e-05  1.205295e-04  5.371847e-03  3.364998e-04  1.015935e-05  1.454305e-06  1.164487e-05  1.592598e-05  2.986221e-04
-8.672007e-06 -1.040180e-04 -8.642237e-06  7.196792e-06  2.373488e-04 -6.255791e-03  1.954260e-04  1.977086e-05 -1.541213e-03 -3.858765e-04
 7.505495e-03  9.917607e-05 -7.843295e-05  5.463066e-05  8.775845e-04 -3.355298e-05 -6.574644e-03  2.973839e-02 -5.923092e-03  2.624712e-04
 7.031177e-05 -9.401662e-07  6.103105e-04 -5.653980e-05 -1.394097e-02  7.969542e-05 -4.780413e-04  7.351449e-02  9.964439e-01  1.768022e-02
-1.509817e-03 -4.046856e-05 -1.943904e-03  6.214305e-03  1.066192e-05  5.577548e-04 -1.400523e-05 -1.444118e-07 -2.430251e-05 -1.339626e-06
-1.856050e-05 -3.870448e-05 -3.830367e-05 -5.836165e-04 -3.821367e-06 -3.337351e-05 -2.883551e-06 -6.094226e-06 -7.802776e-07  3.869834e-04
 1.933168e-05  7.268415e-07  4.039483e-05  9.288756e-06  2.129584e-07 -1.882507e-06 
  MODE     130
 1.488079e-04 -1.111391e-07 -2.534761e-05  1.313466e-06 -3.747744e-05  1.967154e-05 -2.285705e-04 -4.666792e-06 -6.115302e-04  1.843255e-04
 2.734186e-05 -2.142095e-04 -4.575567e-05  1.125015e-04  7.314578e-06 -5.864588e-05  5.288268e-05  1.624153e-03  2.165892e-05 -1.607061e-03
 3.941584e-05 -4.666256e-05 -2.813629e-04 -6.069570e-04 -6.633445e-05 -1.670971e-06 -1.495310e-07 -1.497870e-03 -4.439268e-04  4.207515e-06
 5.389463e-05  9.968467e-05  9.457801e-05 -1.863361e-05  5.770250e-04  4.089719e-05  2.261883e-04  1.748598e-03  4.452183e-04  3.394068e-04
-2.641515e-04 -3.771533e-04 -1.907546e-04  1.132281e-03  3.527015e-05  1.496734e-03 -2.308611e-03  1.692007e-05  2.805281e-07  2.177482e-04
 1.037378e-04 -6.830436e-04  7.009124e-06  2.756823e-04 -2.602542e-06  1.163903e-03  2.742961e-04 -1.011376e-03 -4.827704e-05  5.163614e-05
 6.289619e-05 -1.362971e-06  1.608921e-07 -7.317183e-06  3.988518e-05 -4.149235e-06 -2.847676e-04 -3.560327e-06 -4.004134e-05 -5.649654e-04
 1.182197e-04  2.807836e-04 -3.332517e-05 -9.110528e-05 -2.471255e-07  9.186186e-06 -8.498369e-06 -8.723192e-05 -3.019547e-08  3.825561e-06
-9.573200e-06 -3.273161e-05 -2.878499e-04  2.525055e-05 -5.663358e-04 -2.940057e-04  3.844163e-06 -6.030217e-05  2.723441e-04 -2.483138e-03
-4.522558e-05 -3.352773e-04  2.280322e-06  3.245725e-04 -5.372666e-03 -8.206918e-05 -4.656125e-05  1.172789e-06 -7.510468e-06  6.331512e-06
-6.471214e-06 -9.396328e-06  7.228995e-04 -8.122931e-04  8.044186e-06 -5.284031e-04 -6.157831e-03 -4.459705e-04 -8.060855e-05  7.627014e-03
 4.413250e-04 -1.272769e-05  1.180334e-03 -1.350750e-03  3.875256e-05  3.559719e-04 -4.015472e-04  6.183650e-03  3.026887e-02 -4.806226e-03
-1.212669e-03  1.144381e-04  2.725874e-05  5.515071e-04 -7.723108e-04 -1.446316e-03  9.673308e-03 -9.967014e-01  7.329565e-02  1.014430e-03
-1.023084e-04  1.127080e-03 -1.546905e-04  3.438791e-04 -1.975625e-04  2.922746e-05 -8.706680e-07  4.165707e-06 -1.268808e-06  2.335172e-05
-9.918621e-07 -1.424471e-06  5.818171e-04 -3.441080e-05  7.272966e-05 -2.127236e-06  5.219865e-05  8.258318e-08  6.288371e-06  1.263393e-05
-3.888261e-04 -1.910199e-05  1.982027e-06  5.932879e-07 -6.110928e-06  3.671456e-05 
  MODE     131
-5.959480e-05  4.302216e-06  6.804007e-06  3.027208e-05  1.174185e-04  6.519278e-04  3.722834e-05 -4.203986e-04  2.105316e-04  7.449433e-04
-1.848754e-04  3.107068e-04  6.104547e-05 -2.793283e-03 -1.252811e-06 -8.684402e-04 -1.178256e-03 -5.521663e-04 -1.645714e-03  5.839485e-04
-4.649814e-05 -7.964949e-03  1.625800e-03  4.330933e-04 -5.668134e-04  5.609374e-06  3.481512e-06  2.725125e-04 -9.845513e-05  4.535905e-07
-3.013801e-05  3.069490e-03  2.623203e-03  1.359565e-03  7.069634e-04 -3.404946e-04 -8.519611e-04 -1.162714e-03 -2.177733e-03  1.585366e-03
 8.618176e-03  4.033634e-04 -5.560093e-03  7.800128e-05  3.426966e-04  2.246711e-04  6.065334e-04 -9.798969e-04  3.123170e-05  4.732933e-03
-8.443245e-04  3.497946e-04 -2.688687e-04 -8.056103e-05 -1.500155e-04 -6.984718e-04 -1.716152e-03  3.640522e-04 -1.789519e-05  6.000159e-05
-1.237526e-02  1.418860e-04 -1.575476e-05  3.248645e-06 -1.324085e-02  1.670937e-04  9.404880e-05  9.957979e-05  1.012468e-02  3.129535e-04
-7.260787e-04 -1.023840e-04  8.762926e-06  2.577895e-05  1.034098e-06 -5.410484e-06  5.924191e-03  3.440854e-06  8.606167e-06 -2.461975e-05
 3.916664e-05  2.121517e-05  6.555903e-06  3.924636e-03 -2.406293e-05 -1.648254e-05  3.159117e-03  1.302099e-05 -7.203901e-04  1.066772e-04
 4.427708e-02  5.893335e-05 -7.328102e-02  5.802571e-04 -6.169623e-06 -1.311183e-05  7.540669e-06 -8.233529e-03 -2.570221e-05 -2.509247e-02
-3.587592e-04  1.556821e-02 -3.989858e-05  6.679877e-05 -4.825651e-03 -7.047549e-05  2.415203e-04  1.402438e-06  3.865844e-02 -3.289041e-05
 4.955352e-03 -9.796925e-03  2.181369e-05  1.003242e-05 -1.938966e-01 -3.570377e-06  1.051725e-01  2.325592e-02 -3.481451e-03 -1.438265e-05
-1.546530e-05 -4.871339e-06 -2.420656e-02  8.273784e-06 -9.222729e-04 -2.735411e-05  4.214328e-05 -2.393632e-06  7.259723e-03 -3.707013e-01
 2.797445e-01  2.091911e-05 -8.132247e-01 -2.375873e-01 -3.051179e-06 -5.079306e-02 -7.140073e-04 -5.560761e-08  2.396952e-04 -5.572996e-07
 7.217572e-04 -1.502534e-03  3.470327e-06  9.288757e-05 -3.535020e-07 -1.018566e-03 -6.949554e-07 -3.117129e-04  1.236740e-06  2.031485e-04
-7.693516e-06 -5.919085e-08 -6.905911e-03 -1.750874e-04  2.301568e-07  6.100721e-07 
  MODE     132
